id,name,ABILITY1,ABILITY2,HIDDEN_ABILITY,TYPE1,TYPE2,HP,ATTACK,DEFENSE,SPECIAL_ATTACK,SPECIAL_DEFENSE,SPEED,TOTAL_STAT,GENERATION_NO
599,klink,plus,minus,clear-body,steel,none,40,55,70,45,60,30,300,5.0
600,klang,plus,minus,clear-body,steel,none,60,80,95,70,85,50,440,5.0
601,klinklang,plus,minus,clear-body,steel,none,60,100,115,70,85,90,520,5.0
602,tynamo,levitate,none,none,electric,none,35,55,40,45,40,60,275,5.0
603,eelektrik,levitate,none,none,electric,none,65,85,70,75,70,40,405,5.0
604,eelektross,levitate,none,none,electric,none,85,115,80,105,80,50,515,5.0
605,elgyem,telepathy,synchronize,analytic,psychic,none,55,55,55,85,55,30,335,5.0
606,beheeyem,telepathy,synchronize,analytic,psychic,none,75,75,75,125,95,40,485,5.0
607,litwick,flash-fire,flame-body,infiltrator,ghost,fire,50,30,55,65,55,20,275,5.0
608,lampent,flash-fire,flame-body,infiltrator,ghost,fire,60,40,60,95,60,55,370,5.0
609,chandelure,flash-fire,flame-body,infiltrator,ghost,fire,60,55,90,145,90,80,520,5.0
610,axew,rivalry,mold-breaker,unnerve,dragon,none,46,87,60,30,40,57,320,5.0
611,fraxure,rivalry,mold-breaker,unnerve,dragon,none,66,117,70,40,50,67,410,5.0
612,haxorus,rivalry,mold-breaker,unnerve,dragon,none,76,147,90,60,70,97,540,5.0
613,cubchoo,snow-cloak,slush-rush,rattled,ice,none,55,70,40,60,40,40,305,5.0
614,beartic,snow-cloak,slush-rush,swift-swim,ice,none,95,130,80,70,80,50,505,5.0
615,cryogonal,levitate,none,none,ice,none,80,50,50,95,135,105,515,5.0
616,shelmet,hydration,shell-armor,overcoat,bug,none,50,40,85,40,65,25,305,5.0
617,accelgor,hydration,sticky-hold,unburden,bug,none,80,70,40,100,60,145,495,5.0
618,stunfisk,static,limber,sand-veil,ground,electric,109,66,84,81,99,32,471,5.0
619,mienfoo,inner-focus,regenerator,reckless,fighting,none,45,85,50,55,50,65,350,5.0
620,mienshao,inner-focus,regenerator,reckless,fighting,none,65,125,60,95,60,105,510,5.0
621,druddigon,rough-skin,sheer-force,mold-breaker,dragon,none,77,120,90,60,90,48,485,5.0
622,golett,iron-fist,klutz,no-guard,ground,ghost,59,74,50,35,50,35,303,5.0
623,golurk,iron-fist,klutz,no-guard,ground,ghost,89,124,80,55,80,55,483,5.0
624,pawniard,defiant,inner-focus,pressure,dark,steel,45,85,70,40,40,60,340,5.0
625,bisharp,defiant,inner-focus,pressure,dark,steel,65,125,100,60,70,70,490,5.0
626,bouffalant,reckless,sap-sipper,soundproof,normal,none,95,110,95,40,95,55,490,5.0
627,rufflet,keen-eye,sheer-force,hustle,normal,flying,70,83,50,37,50,60,350,5.0
628,braviary,keen-eye,sheer-force,defiant,normal,flying,100,123,75,57,75,80,510,5.0
629,vullaby,big-pecks,overcoat,weak-armor,dark,flying,70,55,75,45,65,60,370,5.0
630,mandibuzz,big-pecks,overcoat,weak-armor,dark,flying,110,65,105,55,95,80,510,5.0
631,heatmor,gluttony,flash-fire,white-smoke,fire,none,85,97,66,105,66,65,484,5.0
632,durant,swarm,hustle,truant,bug,steel,58,109,112,48,48,109,484,5.0
633,deino,hustle,none,none,dark,dragon,52,65,50,45,50,38,300,5.0
634,zweilous,hustle,none,none,dark,dragon,72,85,70,65,70,58,420,5.0
635,hydreigon,levitate,none,none,dark,dragon,92,105,90,125,90,98,600,5.0
636,larvesta,flame-body,none,swarm,bug,fire,55,85,55,50,55,60,360,5.0
637,volcarona,flame-body,none,swarm,bug,fire,85,60,65,135,105,100,550,5.0
638,cobalion,justified,none,none,steel,fighting,91,90,129,90,72,108,580,5.0
639,terrakion,justified,none,none,rock,fighting,91,129,90,72,90,108,580,5.0
640,virizion,justified,none,none,grass,fighting,91,90,72,90,129,108,580,5.0
641,tornadus-incarnate,prankster,none,defiant,flying,none,79,115,70,125,80,111,580,5.0
642,thundurus-incarnate,prankster,none,defiant,electric,flying,79,115,70,125,80,111,580,5.0
643,reshiram,turboblaze,none,none,dragon,fire,100,120,100,150,120,90,680,5.0
644,zekrom,teravolt,none,none,dragon,electric,100,150,120,120,100,90,680,5.0
645,landorus-incarnate,sand-force,none,sheer-force,ground,flying,89,125,90,115,80,101,600,5.0
646,kyurem,pressure,none,none,dragon,ice,125,130,90,130,90,95,660,5.0
647,keldeo-ordinary,justified,none,none,water,fighting,91,72,90,129,90,108,580,5.0
648,meloetta-aria,serene-grace,none,none,normal,psychic,100,77,77,128,128,90,600,5.0
649,genesect,download,none,none,bug,steel,71,120,95,120,95,99,600,5.0
650,chespin,overgrow,none,bulletproof,grass,none,56,61,65,48,45,38,313,6.0
651,quilladin,overgrow,none,bulletproof,grass,none,61,78,95,56,58,57,405,6.0
652,chesnaught,overgrow,none,bulletproof,grass,fighting,88,107,122,74,75,64,530,6.0
653,fennekin,blaze,none,magician,fire,none,40,45,40,62,60,60,307,6.0
654,braixen,blaze,none,magician,fire,none,59,59,58,90,70,73,409,6.0
655,delphox,blaze,none,magician,fire,psychic,75,69,72,114,100,104,534,6.0
656,froakie,torrent,none,protean,water,none,41,56,40,62,44,71,314,6.0
657,frogadier,torrent,none,protean,water,none,54,63,52,83,56,97,405,6.0
658,greninja,torrent,none,protean,water,dark,72,95,67,103,71,122,530,6.0
659,bunnelby,pickup,cheek-pouch,huge-power,normal,none,38,36,38,32,36,57,237,6.0
660,diggersby,pickup,cheek-pouch,huge-power,normal,ground,85,56,77,50,77,78,423,6.0
661,fletchling,big-pecks,none,gale-wings,normal,flying,45,50,43,40,38,62,278,6.0
662,fletchinder,flame-body,none,gale-wings,fire,flying,62,73,55,56,52,84,382,6.0
663,talonflame,flame-body,none,gale-wings,fire,flying,78,81,71,74,69,126,499,6.0
664,scatterbug,shield-dust,compound-eyes,friend-guard,bug,none,38,35,40,27,25,35,200,6.0
665,spewpa,shed-skin,none,friend-guard,bug,none,45,22,60,27,30,29,213,6.0
666,vivillon,shield-dust,compound-eyes,friend-guard,bug,flying,80,52,50,90,50,89,411,6.0
667,litleo,rivalry,unnerve,moxie,fire,normal,62,50,58,73,54,72,369,6.0
668,pyroar,rivalry,unnerve,moxie,fire,normal,86,68,72,109,66,106,507,6.0
669,flabebe,flower-veil,none,symbiosis,fairy,none,44,38,39,61,79,42,303,6.0
670,floette,flower-veil,none,symbiosis,fairy,none,54,45,47,75,98,52,371,6.0
671,florges,flower-veil,none,symbiosis,fairy,none,78,65,68,112,154,75,552,6.0
672,skiddo,sap-sipper,none,grass-pelt,grass,none,66,65,48,62,57,52,350,6.0
673,gogoat,sap-sipper,none,grass-pelt,grass,none,123,100,62,97,81,68,531,6.0
674,pancham,iron-fist,mold-breaker,scrappy,fighting,none,67,82,62,46,48,43,348,6.0
675,pangoro,iron-fist,mold-breaker,scrappy,fighting,dark,95,124,78,69,71,58,495,6.0
676,furfrou,fur-coat,none,none,normal,none,75,80,60,65,90,102,472,6.0
677,espurr,keen-eye,infiltrator,own-tempo,psychic,none,62,48,54,63,60,68,355,6.0
678,meowstic-male,keen-eye,infiltrator,prankster,psychic,none,74,48,76,83,81,104,466,6.0
679,honedge,no-guard,none,none,steel,ghost,45,80,100,35,37,28,325,6.0
680,doublade,no-guard,none,none,steel,ghost,59,110,150,45,49,35,448,6.0
681,aegislash-shield,stance-change,none,none,steel,ghost,60,50,140,50,140,60,500,6.0
682,spritzee,healer,none,aroma-veil,fairy,none,78,52,60,63,65,23,341,6.0
683,aromatisse,healer,none,aroma-veil,fairy,none,101,72,72,99,89,29,462,6.0
684,swirlix,sweet-veil,none,unburden,fairy,none,62,48,66,59,57,49,341,6.0
685,slurpuff,sweet-veil,none,unburden,fairy,none,82,80,86,85,75,72,480,6.0
686,inkay,contrary,suction-cups,infiltrator,dark,psychic,53,54,53,37,46,45,288,6.0
687,malamar,contrary,suction-cups,infiltrator,dark,psychic,86,92,88,68,75,73,482,6.0
688,binacle,tough-claws,sniper,pickpocket,rock,water,42,52,67,39,56,50,306,6.0
689,barbaracle,tough-claws,sniper,pickpocket,rock,water,72,105,115,54,86,68,500,6.0
690,skrelp,poison-point,poison-touch,adaptability,poison,water,50,60,60,60,60,30,320,6.0
691,dragalge,poison-point,poison-touch,adaptability,poison,dragon,65,75,90,97,123,44,494,6.0
692,clauncher,mega-launcher,none,none,water,none,50,53,62,58,63,44,330,6.0
693,clawitzer,mega-launcher,none,none,water,none,71,73,88,120,89,59,500,6.0
694,helioptile,dry-skin,sand-veil,solar-power,electric,normal,44,38,33,61,43,70,289,6.0
695,heliolisk,dry-skin,sand-veil,solar-power,electric,normal,62,55,52,109,94,109,481,6.0
696,tyrunt,strong-jaw,none,sturdy,rock,dragon,58,89,77,45,45,48,362,6.0
697,tyrantrum,strong-jaw,none,rock-head,rock,dragon,82,121,119,69,59,71,521,6.0
698,amaura,refrigerate,none,snow-warning,rock,ice,77,59,50,67,63,46,362,6.0
699,aurorus,refrigerate,none,snow-warning,rock,ice,123,77,72,99,92,58,521,6.0
700,sylveon,cute-charm,none,pixilate,fairy,none,95,65,65,110,130,60,525,6.0
701,hawlucha,limber,unburden,mold-breaker,fighting,flying,78,92,75,74,63,118,500,6.0
702,dedenne,cheek-pouch,pickup,plus,electric,fairy,67,58,57,81,67,101,431,6.0
703,carbink,clear-body,none,sturdy,rock,fairy,50,50,150,50,150,50,500,6.0
704,goomy,sap-sipper,hydration,gooey,dragon,none,45,50,35,55,75,40,300,6.0
705,sliggoo,sap-sipper,hydration,gooey,dragon,none,68,75,53,83,113,60,452,6.0
706,goodra,sap-sipper,hydration,gooey,dragon,none,90,100,70,110,150,80,600,6.0
707,klefki,prankster,none,magician,steel,fairy,57,80,91,80,87,75,470,6.0
708,phantump,natural-cure,frisk,harvest,ghost,grass,43,70,48,50,60,38,309,6.0
709,trevenant,natural-cure,frisk,harvest,ghost,grass,85,110,76,65,82,56,474,6.0
710,pumpkaboo-average,pickup,frisk,insomnia,ghost,grass,49,66,70,44,55,51,335,6.0
711,gourgeist-average,pickup,frisk,insomnia,ghost,grass,65,90,122,58,75,84,494,6.0
712,bergmite,own-tempo,ice-body,sturdy,ice,none,55,69,85,32,35,28,304,6.0
713,avalugg,own-tempo,ice-body,sturdy,ice,none,95,117,184,44,46,28,514,6.0
714,noibat,frisk,infiltrator,telepathy,flying,dragon,40,30,35,45,40,55,245,6.0
715,noivern,frisk,infiltrator,telepathy,flying,dragon,85,70,80,97,80,123,535,6.0
716,xerneas,fairy-aura,none,none,fairy,none,126,131,95,131,98,99,680,6.0
717,yveltal,dark-aura,none,none,dark,flying,126,131,95,131,98,99,680,6.0
718,zygarde,aura-break,none,none,dragon,ground,108,100,121,81,95,95,600,6.0
719,diancie,clear-body,none,none,rock,fairy,50,100,150,100,150,50,600,6.0
720,hoopa,magician,none,none,psychic,ghost,80,110,60,150,130,70,600,6.0
721,volcanion,water-absorb,none,none,fire,water,80,110,120,130,90,70,600,6.0
722,rowlet,overgrow,none,long-reach,grass,flying,68,55,55,50,50,42,320,7.0
723,dartrix,overgrow,none,long-reach,grass,flying,78,75,75,70,70,52,420,7.0
724,decidueye,overgrow,none,long-reach,grass,ghost,78,107,75,100,100,70,530,7.0
725,litten,blaze,none,intimidate,fire,none,45,65,40,60,40,70,320,7.0
726,torracat,blaze,none,intimidate,fire,none,65,85,50,80,50,90,420,7.0
727,incineroar,blaze,none,intimidate,fire,dark,95,115,90,80,90,60,530,7.0
728,popplio,torrent,none,liquid-voice,water,none,50,54,54,66,56,40,320,7.0
729,brionne,torrent,none,liquid-voice,water,none,60,69,69,91,81,50,420,7.0
730,primarina,torrent,none,liquid-voice,water,fairy,80,74,74,126,116,60,530,7.0
731,pikipek,keen-eye,skill-link,pickup,normal,flying,35,75,30,30,30,65,265,7.0
732,trumbeak,keen-eye,skill-link,pickup,normal,flying,55,85,50,40,50,75,355,7.0
733,toucannon,keen-eye,skill-link,sheer-force,normal,flying,80,120,75,75,75,60,485,7.0
734,yungoos,stakeout,strong-jaw,adaptability,normal,none,48,70,30,30,30,45,253,7.0
735,gumshoos,stakeout,strong-jaw,adaptability,normal,none,88,110,60,55,60,45,418,7.0
736,grubbin,swarm,none,none,bug,none,47,62,45,55,45,46,300,7.0
737,charjabug,battery,none,none,bug,electric,57,82,95,55,75,36,400,7.0
738,vikavolt,levitate,none,none,bug,electric,77,70,90,145,75,43,500,7.0
739,crabrawler,hyper-cutter,iron-fist,anger-point,fighting,none,47,82,57,42,47,63,338,7.0
740,crabominable,hyper-cutter,iron-fist,anger-point,fighting,ice,97,132,77,62,67,43,478,7.0
741,oricorio-baile,dancer,none,none,fire,flying,75,70,70,98,70,93,476,7.0
742,cutiefly,honey-gather,shield-dust,sweet-veil,bug,fairy,40,45,40,55,40,84,304,7.0
743,ribombee,honey-gather,shield-dust,sweet-veil,bug,fairy,60,55,60,95,70,124,464,7.0
744,rockruff,keen-eye,vital-spirit,steadfast,rock,none,45,65,40,30,40,60,280,7.0
745,lycanroc-midday,keen-eye,sand-rush,steadfast,rock,none,75,115,65,55,65,112,487,7.0
746,wishiwashi-solo,schooling,none,none,water,none,45,20,20,25,25,40,175,7.0
747,mareanie,merciless,limber,regenerator,poison,water,50,53,62,43,52,45,305,7.0
748,toxapex,merciless,limber,regenerator,poison,water,50,63,152,53,142,35,495,7.0
749,mudbray,own-tempo,stamina,inner-focus,ground,none,70,100,70,45,55,45,385,7.0
750,mudsdale,own-tempo,stamina,inner-focus,ground,none,100,125,100,55,85,35,500,7.0
751,dewpider,water-bubble,none,water-absorb,water,bug,38,40,52,40,72,27,269,7.0
752,araquanid,water-bubble,none,water-absorb,water,bug,68,70,92,50,132,42,454,7.0
753,fomantis,leaf-guard,none,contrary,grass,none,40,55,35,50,35,35,250,7.0
754,lurantis,leaf-guard,none,contrary,grass,none,70,105,90,80,90,45,480,7.0
755,morelull,illuminate,effect-spore,rain-dish,grass,fairy,40,35,55,65,75,15,285,7.0
756,shiinotic,illuminate,effect-spore,rain-dish,grass,fairy,60,45,80,90,100,30,405,7.0
757,salandit,corrosion,none,oblivious,poison,fire,48,44,40,71,40,77,320,7.0
758,salazzle,corrosion,none,oblivious,poison,fire,68,64,60,111,60,117,480,7.0
759,stufful,fluffy,klutz,cute-charm,normal,fighting,70,75,50,45,50,50,340,7.0
760,bewear,fluffy,klutz,unnerve,normal,fighting,120,125,80,55,60,60,500,7.0
761,bounsweet,leaf-guard,oblivious,sweet-veil,grass,none,42,30,38,30,38,32,210,7.0
762,steenee,leaf-guard,oblivious,sweet-veil,grass,none,52,40,48,40,48,62,290,7.0
763,tsareena,leaf-guard,queenly-majesty,sweet-veil,grass,none,72,120,98,50,98,72,510,7.0
764,comfey,flower-veil,triage,natural-cure,fairy,none,51,52,90,82,110,100,485,7.0
765,oranguru,inner-focus,telepathy,symbiosis,normal,psychic,90,60,80,90,110,60,490,7.0
766,passimian,receiver,none,defiant,fighting,none,100,120,90,40,60,80,490,7.0
767,wimpod,wimp-out,none,none,bug,water,25,35,40,20,30,80,230,7.0
768,golisopod,emergency-exit,none,none,bug,water,75,125,140,60,90,40,530,7.0
769,sandygast,water-compaction,none,sand-veil,ghost,ground,55,55,80,70,45,15,320,7.0
770,palossand,water-compaction,none,sand-veil,ghost,ground,85,75,110,100,75,35,480,7.0
771,pyukumuku,innards-out,none,unaware,water,none,55,60,130,30,130,5,410,7.0
772,type-null,battle-armor,none,none,normal,none,95,95,95,95,95,59,534,7.0
773,silvally,rks-system,none,none,normal,none,95,95,95,95,95,95,570,7.0
774,minior-red-meteor,shields-down,none,none,rock,flying,60,60,100,60,100,60,440,7.0
775,komala,comatose,none,none,normal,none,65,115,65,75,95,65,480,7.0
776,turtonator,shell-armor,none,none,fire,dragon,60,78,135,91,85,36,485,7.0
777,togedemaru,iron-barbs,lightning-rod,sturdy,electric,steel,65,98,63,40,73,96,435,7.0
778,mimikyu-disguised,disguise,none,none,ghost,fairy,55,90,80,50,105,96,476,7.0
779,bruxish,dazzling,strong-jaw,wonder-skin,water,psychic,68,105,70,70,70,92,475,7.0
780,drampa,berserk,sap-sipper,cloud-nine,normal,dragon,78,60,85,135,91,36,485,7.0
781,dhelmise,steelworker,none,none,ghost,grass,70,131,100,86,90,40,517,7.0
782,jangmo-o,bulletproof,soundproof,overcoat,dragon,none,45,55,65,45,45,45,300,7.0
783,hakamo-o,bulletproof,soundproof,overcoat,dragon,fighting,55,75,90,65,70,65,420,7.0
784,kommo-o,bulletproof,soundproof,overcoat,dragon,fighting,75,110,125,100,105,85,600,7.0
785,tapu-koko,electric-surge,none,telepathy,electric,fairy,70,115,85,95,75,130,570,7.0
786,tapu-lele,psychic-surge,none,telepathy,psychic,fairy,70,85,75,130,115,95,570,7.0
787,tapu-bulu,grassy-surge,none,telepathy,grass,fairy,70,130,115,85,95,75,570,7.0
788,tapu-fini,misty-surge,none,telepathy,water,fairy,70,75,115,95,130,85,570,7.0
789,cosmog,unaware,none,none,psychic,none,43,29,31,29,31,37,200,7.0
790,cosmoem,sturdy,none,none,psychic,none,43,29,131,29,131,37,400,7.0
791,solgaleo,full-metal-body,none,none,psychic,steel,137,137,107,113,89,97,680,7.0
792,lunala,shadow-shield,none,none,psychic,ghost,137,113,89,137,107,97,680,7.0
793,nihilego,beast-boost,none,none,rock,poison,109,53,47,127,131,103,570,7.0
794,buzzwole,beast-boost,none,none,bug,fighting,107,139,139,53,53,79,570,7.0
795,pheromosa,beast-boost,none,none,bug,fighting,71,137,37,137,37,151,570,7.0
796,xurkitree,beast-boost,none,none,electric,none,83,89,71,173,71,83,570,7.0
797,celesteela,beast-boost,none,none,steel,flying,97,101,103,107,101,61,570,7.0
798,kartana,beast-boost,none,none,grass,steel,59,181,131,59,31,109,570,7.0
799,guzzlord,beast-boost,none,none,dark,dragon,223,101,53,97,53,43,570,7.0
800,necrozma,prism-armor,none,none,psychic,none,97,107,101,127,89,79,600,7.0
801,magearna,soul-heart,none,none,steel,fairy,80,95,115,130,115,65,600,7.0
802,marshadow,technician,none,none,fighting,ghost,90,125,80,90,90,125,600,7.0
803,poipole,beast-boost,none,none,poison,none,67,73,67,73,67,73,420,7.0
804,naganadel,beast-boost,none,none,poison,dragon,73,73,73,127,73,121,540,7.0
805,stakataka,beast-boost,none,none,rock,steel,61,131,211,53,101,13,570,7.0
806,blacephalon,beast-boost,none,none,fire,ghost,53,127,53,151,79,107,570,7.0
807,zeraora,volt-absorb,none,none,electric,none,88,112,75,102,80,143,600,7.0
808,meltan,magnet-pull,none,none,steel,none,46,65,65,55,35,34,300,7.0
809,melmetal,iron-fist,none,none,steel,none,135,143,143,80,65,34,600,7.0
810,grookey,overgrow,none,grassy-surge,grass,none,50,65,50,40,40,65,310,8.0
811,thwackey,overgrow,none,grassy-surge,grass,none,70,85,70,55,60,80,420,8.0
812,rillaboom,overgrow,none,grassy-surge,grass,none,100,125,90,60,70,85,530,8.0
813,scorbunny,blaze,none,libero,fire,none,50,71,40,40,40,69,310,8.0
814,raboot,blaze,none,libero,fire,none,65,86,60,55,60,94,420,8.0
815,cinderace,blaze,none,libero,fire,none,80,116,75,65,75,119,530,8.0
816,sobble,torrent,none,sniper,water,none,50,40,40,70,40,70,310,8.0
817,drizzile,torrent,none,sniper,water,none,65,60,55,95,55,90,420,8.0
818,inteleon,torrent,none,sniper,water,none,70,85,65,125,65,120,530,8.0
819,skwovet,cheek-pouch,none,gluttony,normal,none,70,55,55,35,35,25,275,8.0
820,greedent,cheek-pouch,none,gluttony,normal,none,120,95,95,55,75,20,460,8.0
821,rookidee,keen-eye,unnerve,big-pecks,flying,none,38,47,35,33,35,57,245,8.0
822,corvisquire,keen-eye,unnerve,big-pecks,flying,none,68,67,55,43,55,77,365,8.0
823,corviknight,pressure,unnerve,mirror-armor,flying,steel,98,87,105,53,85,67,495,8.0
824,blipbug,swarm,compound-eyes,telepathy,bug,none,25,20,20,25,45,45,180,8.0
825,dottler,swarm,compound-eyes,telepathy,bug,psychic,50,35,80,50,90,30,335,8.0
826,orbeetle,swarm,frisk,telepathy,bug,psychic,60,45,110,80,120,90,505,8.0
827,nickit,run-away,unburden,stakeout,dark,none,40,28,28,47,52,50,245,8.0
828,thievul,run-away,unburden,stakeout,dark,none,70,58,58,87,92,90,455,8.0
829,gossifleur,cotton-down,regenerator,effect-spore,grass,none,40,40,60,40,60,10,250,8.0
830,eldegoss,cotton-down,regenerator,effect-spore,grass,none,60,50,90,80,120,60,460,8.0
831,wooloo,fluffy,run-away,bulletproof,normal,none,42,40,55,40,45,48,270,8.0
832,dubwool,fluffy,run-away,bulletproof,normal,none,72,80,100,60,90,88,490,8.0
833,chewtle,strong-jaw,shell-armor,swift-swim,water,none,50,64,50,38,38,44,284,8.0
834,drednaw,strong-jaw,shell-armor,swift-swim,water,rock,90,115,90,48,68,74,485,8.0
835,yamper,ball-fetch,none,rattled,electric,none,59,45,50,40,50,26,270,8.0
836,boltund,strong-jaw,none,competitive,electric,none,69,90,60,90,60,121,490,8.0
837,rolycoly,steam-engine,heatproof,flash-fire,rock,none,30,40,50,40,50,30,240,8.0
838,carkol,steam-engine,flame-body,flash-fire,rock,fire,80,60,90,60,70,50,410,8.0
839,coalossal,steam-engine,flame-body,flash-fire,rock,fire,110,80,120,80,90,30,510,8.0
840,applin,ripen,gluttony,bulletproof,grass,dragon,40,40,80,40,40,20,260,8.0
841,flapple,ripen,gluttony,hustle,grass,dragon,70,110,80,95,60,70,485,8.0
842,appletun,ripen,gluttony,thick-fat,grass,dragon,110,85,80,100,80,30,485,8.0
843,silicobra,sand-spit,shed-skin,sand-veil,ground,none,52,57,75,35,50,46,315,8.0
844,sandaconda,sand-spit,shed-skin,sand-veil,ground,none,72,107,125,65,70,71,510,8.0
845,cramorant,gulp-missile,none,none,flying,water,70,85,55,85,95,85,475,8.0
846,arrokuda,swift-swim,none,propeller-tail,water,none,41,63,40,40,30,66,280,8.0
847,barraskewda,swift-swim,none,propeller-tail,water,none,61,123,60,60,50,136,490,8.0
848,toxel,rattled,static,klutz,electric,poison,40,38,35,54,35,40,242,8.0
849,toxtricity-amped,punk-rock,plus,technician,electric,poison,75,98,70,114,70,75,502,8.0
850,sizzlipede,flash-fire,white-smoke,flame-body,fire,bug,50,65,45,50,50,45,305,8.0
851,centiskorch,flash-fire,white-smoke,flame-body,fire,bug,100,115,65,90,90,65,525,8.0
852,clobbopus,limber,none,technician,fighting,none,50,68,60,50,50,32,310,8.0
853,grapploct,limber,none,technician,fighting,none,80,118,90,70,80,42,480,8.0
854,sinistea,weak-armor,none,cursed-body,ghost,none,40,45,45,74,54,50,308,8.0
855,polteageist,weak-armor,none,cursed-body,ghost,none,60,65,65,134,114,70,508,8.0
856,hatenna,healer,anticipation,magic-bounce,psychic,none,42,30,45,56,53,39,265,8.0
857,hattrem,healer,anticipation,magic-bounce,psychic,none,57,40,65,86,73,49,370,8.0
858,hatterene,healer,anticipation,magic-bounce,psychic,fairy,57,90,95,136,103,29,510,8.0
859,impidimp,prankster,frisk,pickpocket,dark,fairy,45,45,30,55,40,50,265,8.0
860,morgrem,prankster,frisk,pickpocket,dark,fairy,65,60,45,75,55,70,370,8.0
861,grimmsnarl,prankster,frisk,pickpocket,dark,fairy,95,120,65,95,75,60,510,8.0
862,obstagoon,reckless,guts,defiant,dark,normal,93,90,101,60,81,95,520,8.0
863,perrserker,battle-armor,tough-claws,steely-spirit,steel,none,70,110,100,50,60,50,440,8.0
864,cursola,weak-armor,none,perish-body,ghost,none,60,95,50,145,130,30,510,8.0
865,sirfetchd,steadfast,none,scrappy,fighting,none,62,135,95,68,82,65,507,8.0
866,mr-rime,tangled-feet,screen-cleaner,ice-body,ice,psychic,80,85,75,110,100,70,520,8.0
867,runerigus,wandering-spirit,none,none,ground,ghost,58,95,145,50,105,30,483,8.0
868,milcery,sweet-veil,none,aroma-veil,fairy,none,45,40,40,50,61,34,270,8.0
869,alcremie,sweet-veil,none,aroma-veil,fairy,none,65,60,75,110,121,64,495,8.0
870,falinks,battle-armor,none,defiant,fighting,none,65,100,100,70,60,75,470,8.0
871,pincurchin,lightning-rod,none,electric-surge,electric,none,48,101,95,91,85,15,435,8.0
872,snom,shield-dust,none,ice-scales,ice,bug,30,25,35,45,30,20,185,8.0
873,frosmoth,shield-dust,none,ice-scales,ice,bug,70,65,60,125,90,65,475,8.0
874,stonjourner,power-spot,none,none,rock,none,100,125,135,20,20,70,470,8.0
875,eiscue-ice,ice-face,none,none,ice,none,75,80,110,65,90,50,470,8.0
876,indeedee-male,inner-focus,synchronize,psychic-surge,psychic,normal,60,65,55,105,95,95,475,8.0
877,morpeko,hunger-switch,none,none,electric,dark,58,95,58,70,58,97,436,8.0
878,cufant,sheer-force,none,heavy-metal,steel,none,72,80,49,40,49,40,330,8.0
879,copperajah,sheer-force,none,heavy-metal,steel,none,122,130,69,80,69,30,500,8.0
880,dracozolt,volt-absorb,hustle,sand-rush,electric,dragon,90,100,90,80,70,75,505,8.0
881,arctozolt,volt-absorb,static,slush-rush,electric,ice,90,100,90,90,80,55,505,8.0
882,dracovish,water-absorb,strong-jaw,sand-rush,water,dragon,90,90,100,70,80,75,505,8.0
883,arctovish,water-absorb,ice-body,slush-rush,water,ice,90,90,100,80,90,55,505,8.0
884,duraludon,light-metal,heavy-metal,stalwart,steel,dragon,70,95,115,120,50,85,535,8.0
885,dreepy,clear-body,infiltrator,cursed-body,dragon,ghost,28,60,30,40,30,82,270,8.0
886,drakloak,clear-body,infiltrator,cursed-body,dragon,ghost,68,80,50,60,50,102,410,8.0
887,dragapult,clear-body,infiltrator,cursed-body,dragon,ghost,88,120,75,100,75,142,600,8.0
888,zacian-hero,intrepid-sword,none,none,fairy,none,92,130,115,80,115,138,670,8.0
889,zamazenta-hero,dauntless-shield,none,none,fighting,none,92,130,115,80,115,138,670,8.0
890,eternatus,pressure,none,none,poison,dragon,140,85,95,145,95,130,690,8.0
891,kubfu,inner-focus,none,none,fighting,none,60,90,60,53,50,72,385,8.0
892,urshifu-single-strike,unseen-fist,none,none,fighting,dark,100,130,100,63,60,97,550,8.0
893,zarude,leaf-guard,none,none,dark,grass,105,120,105,70,95,105,600,8.0
894,regieleki,transistor,none,none,electric,none,80,100,50,100,50,200,580,8.0
895,regidrago,dragons-maw,none,none,dragon,none,200,100,50,100,50,80,580,8.0
896,glastrier,chilling-neigh,none,none,ice,none,100,145,130,65,110,30,580,8.0
897,spectrier,grim-neigh,none,none,ghost,none,100,65,60,145,80,130,580,8.0
898,calyrex,unnerve,none,none,psychic,grass,100,80,80,80,80,80,500,8.0
